Longitude,Latitude,HouseAge,Population,MedInc,MedianHouseValue,AveBedrms,AveRooms,AveOccup
-117.07,32.67,35,1723,1.8977,0.956,1.18852459,5.245901639,2.824590164
-117.07,32.65,12,2272,3.4701,2.049,1.060714286,4.917857143,2.704761905
-117.07,32.64,32,2152,4.1325,1.728,1.085805085,5.439618644,2.279661017
-117.08,32.64,43,548,1.8672,1.458,0.912698413,3.988095238,2.174603175
-117.08,32.65,17,1487,2.5392,1.47,1.025936599,3.793948127,2.142651297
-117.08,32.64,38,494,1.9241,1.5,1.098712446,3.935622318,2.120171674
-117.08,32.64,11,947,1.6806,1.417,1.034951456,3.205825243,1.838834951
-117.09,32.65,20,573,2.619,1.458,0.967065868,4.326347305,1.715568862
-117.09,32.65,25,2359,2.6296,1.5,1.095661846,3.903225806,2.624026696
-117.08,32.65,28,1277,2.3562,1.238,1.096363636,4.174545455,2.321818182
-117.09,32.64,38,1240,2.7218,1.459,0.974545455,3.809090909,2.254545455
-117.09,32.64,30,2126,2.507,1.427,1.0775,3.96375,2.6575
-117.1,32.64,29,1236,2.5658,1.347,0.997830803,3.422993492,2.681127983
-117.09,32.64,20,1302,1.6321,0.575,1.099662162,3.376689189,2.199324324
-117.09,32.64,19,1205,1.62,1.313,1.010217114,3.283524904,1.538952746
-117.09,32.63,27,1935,2.4148,0.675,1.032171582,3.914209115,2.59383378
-117.11,32.64,23,1025,1.858,0.675,1.077108434,3.901204819,2.469879518
-117.11,32.62,27,1078,2.1719,1.315,1.056016598,3.829875519,2.236514523
-117.09,32.62,37,867,3.0729,1.287,1.045614035,5.396491228,3.042105263
-117.09,32.62,37,1344,2.4866,1.297,1.004694836,4.518779343,3.154929577
-117.09,32.62,34,1153,2.1955,1.297,0.955380577,4.13648294,3.026246719
-117.08,32.63,33,1607,2.1281,1.398,1.051724138,3.834217507,2.131299735
-117.09,32.64,24,2002,1.947,1.475,1.045112782,3.880773362,2.15037594
-117.09,32.63,33,420,1.8417,1.5,0.981707317,3.780487805,2.56097561
-117.07,32.64,38,745,4.6477,1.504,0.911864407,5.037288136,2.525423729
-117.07,32.63,37,1026,3.455,1.569,1.06162465,6.450980392,2.87394958
-117.07,32.64,30,1593,2.24,1.295,1.058823529,3.930232558,2.179206566
-117.06,32.63,37,612,4.125,1.602,0.975,5.525,2.55
-117.06,32.62,36,408,3.9167,1.897,0.905797101,5.695652174,2.956521739
-117.07,32.63,40,796,3.5583,1.549,1.062706271,5.630363036,2.627062706
-117.07,32.63,37,1056,3.7583,1.455,1.059665871,5.661097852,2.520286396
-117.08,32.63,30,1827,2.6146,1.594,1.140816327,5.110204082,3.728571429
-117.08,32.63,28,1266,2.2788,1.463,0.983870968,4.792626728,2.917050691
-117.08,32.62,28,1353,3.0771,1.586,0.969348659,4.727969349,2.591954023
-117.08,32.62,36,818,3.4773,1.504,1.006514658,5.45276873,2.664495114
-117.09,32.61,23,640,2.1548,1.188,0.987220447,3.696485623,2.044728435
-117.09,32.61,21,1335,3.6467,1.13,1.026252983,4.642004773,3.186157518
-117.08,32.62,16,3261,2.2685,1.519,1.045420136,3.930355791,2.468584406
-117.08,32.61,27,1485,3.3514,1.491,1.121794872,4.837606838,3.173076923
-117.07,32.62,19,2750,2.7838,1.559,1.085106383,4.640148011,2.543940796
-117.06,32.61,34,2609,2.8489,1.283,1.036772217,4.417773238,2.664964249
-117.07,32.61,22,3222,2.1441,1.355,1.112876254,4.193979933,2.693979933
-117.07,32.6,18,1042,1.9267,0.675,1.001818182,4.730909091,1.894545455
-117.07,32.59,21,1327,1.6007,0.962,0.954918033,3.645491803,2.719262295
-117.08,32.59,30,220,2.3929,1.344,1.083333333,3,4.583333333
-117.08,32.6,24,1334,2.2544,1.219,1.029411765,3.993697479,2.802521008
-117.07,32.61,10,1000,2.1765,1.284,1.058823529,4.31202046,2.557544757
-117.06,32.61,24,3123,2.0571,1.523,1.08500401,3.503608661,2.504410585
-117.06,32.61,23,1267,2.5625,1.311,0.866028708,3.899521531,3.031100478
-117.07,32.6,13,983,2.2903,1.063,1.0875,4.0175,2.4575
-117.06,32.6,25,434,1.7472,0.946,1.017094017,4.594017094,1.854700855
-117.06,32.6,24,1095,2.4191,1.073,1.089430894,4.422764228,4.451219512
-117.06,32.6,33,989,2.7014,1.082,0.923423423,4.076576577,4.454954955
-117.05,32.63,31,2334,4.1958,1.601,1.021352313,5.825622776,2.768683274
-117.05,32.62,34,2315,4.2851,1.445,1.007342144,5.767988253,3.399412628
-117.04,32.62,26,2000,4.9962,1.56,1.023608769,6.10455312,3.372681282
-117.05,32.61,31,2585,3.5096,1.399,1,5.640559441,3.615384615
-117.05,32.61,21,3795,3.2633,1.297,1.051483421,5.265270506,3.311518325
-117.05,32.61,26,1145,3.8615,1.393,0.913738019,4.993610224,3.658146965
-117.04,32.6,20,5094,4.2241,1.398,1.021678322,5.630769231,3.562237762
-117.04,32.6,18,3002,3.9076,1.529,0.970183486,5.443807339,3.44266055
-117.05,32.59,16,3073,3.0495,0.983,1.073988439,5.413872832,3.552601156
-117.04,32.63,26,1228,4.1154,1.602,1.062686567,6.191044776,3.665671642
-117.04,32.62,27,1089,4.6793,1.519,0.949494949,5.757575758,3.666666667
-117.03,32.61,23,778,5.1538,1.713,0.943231441,6.781659389,3.397379913
-117.03,32.61,22,523,6.0086,1.669,0.973684211,6.763157895,3.440789474
-117.03,32.6,26,742,5.152,1.434,1.041860465,6.209302326,3.451162791
-117.02,32.59,19,1102,3.0365,0.981,1.07028754,6.076677316,3.520766773
-116.98,32.62,6,4771,4.7068,1.843,1.059593023,5.810319767,3.467296512
-117.06,32.64,30,1883,5.766,1.861,0.980882353,6.608823529,2.769117647
-117.06,32.63,29,2096,4.2204,1.698,1.040673212,5.8457223,2.939691445
-116.98,32.68,22,1217,5.5248,1.563,0.994764398,6.141361257,3.185863874
-117.01,32.67,17,1125,5.551,2.669,1.03264095,6.881305638,3.338278932
-117,32.67,16,1002,6.6143,2.641,1.01320132,7.386138614,3.306930693
-117.02,32.67,20,635,6.5772,2.452,1.010989011,8.269230769,3.489010989
-117.01,32.66,11,4495,6.9664,2.939,1.039513678,7.592705167,3.415653495
-117.02,32.66,19,376,6.6272,2.736,0.953703704,7.138888889,3.481481481
-116.97,32.65,4,7985,5.6631,2.334,1.055907566,6.131196422,2.976146105
-116.99,32.64,15,2046,3.9519,1.935,1.114832536,6.907496013,3.263157895
-117.04,32.65,8,3159,4.2155,2.478,1.322946176,8.315391879,2.983002833
-117.03,32.65,14,472,7.6344,2.905,0.979310345,7.662068966,3.255172414
-117,32.64,11,1391,4.9792,1.704,1.012396694,6.400826446,2.873966942
-117.01,32.63,7,3269,5.7358,2.216,0.971144279,6.450746269,3.252736318
-117.04,32.64,5,1213,4.0298,2.256,1.054474708,4.531128405,2.359922179
-117.02,32.64,5,157,6.5151,2.817,0.976190476,6.19047619,3.738095238
-117.03,32.63,13,1165,5.7789,2.277,0.948484848,6.324242424,3.53030303
-117.03,32.63,14,1466,5.2489,2.137,1.025862069,6.025862069,3.159482759
-117.04,32.63,26,1166,5.1354,1.816,1.060301508,6.924623116,2.929648241
-116.99,32.74,17,1410,3.1771,1.899,1.125514403,6.380658436,2.901234568
-116.98,32.74,17,1995,2.6944,1.583,1.100522193,5.147519582,2.604438642
-116.98,32.74,24,454,4.9286,1.737,0.869822485,5.781065089,2.686390533
-116.98,32.74,16,1754,5.1098,1.623,0.929065744,5.814878893,3.034602076
-116.98,32.72,15,1914,4.5135,1.583,1.060842434,6.566302652,2.985959438
-116.98,32.73,16,530,5.0864,1.753,1,6.657342657,3.706293706
-116.98,32.72,4,571,4.6667,2.233,0.858695652,5.858695652,3.10326087
-116.97,32.74,14,3597,4.2192,1.761,1.054945055,5.816326531,2.823390895
-116.95,32.74,7,1429,3.9583,1.417,1.006968641,4.742160279,2.489547038
-116.96,32.71,18,1129,2.4567,1.55,0.967332123,4.379310345,2.049001815
-116.95,32.73,17,960,5.2671,1.571,0.974910394,5.860215054,3.440860215
-116.97,32.76,26,838,5.9878,2.707,1.046822742,8.227424749,2.802675585
-116.98,32.75,25,1905,4.375,2.14,1.050793651,6.566666667,3.023809524
-116.97,32.75,28,1720,4.7973,1.869,0.988135593,5.96440678,2.915254237
-116.98,32.75,18,802,2.9886,1.708,1.063400576,4.377521614,2.311239193
-116.97,32.76,33,1348,6.1768,2.289,0.908382066,5.986354776,2.627680312
-116.95,32.76,13,2074,4.9528,2.662,1.162822252,7.521031208,2.814111262
-116.94,32.75,4,6945,5.1221,2.297,1.025227461,6.17617866,2.872208437
-116.92,32.76,9,947,5.9202,1.813,1.009868421,6.115131579,3.115131579
-116.92,32.76,7,862,5.2741,2.494,0.979338843,6.855371901,3.561983471
-116.91,32.75,5,4372,4.7813,2.409,1.05697446,5.703994761,2.863130321
-117,32.76,31,805,6.5645,1.891,0.930232558,6.607973422,2.674418605
-116.99,32.76,21,1645,4.625,2.735,1.010186757,6.507640068,2.79286927
-116.99,32.74,18,1952,3.9844,2.153,1.014950166,5.549833887,3.242524917
-117,32.74,17,1423,1.8856,1.188,1.174509804,4.621568627,2.790196078
-116.99,32.73,30,1103,4.0357,1.538,0.894459103,4.897097625,2.910290237
-117.01,32.75,26,2065,3.9545,1.781,1.027656477,5.877729258,3.005822416
-117.01,32.75,34,973,4.3088,1.525,0.952380952,5.896358543,2.725490196
-117.01,32.74,31,2098,2.6973,1.352,1.066469719,5.129985229,3.098966027
-117.01,32.73,22,1556,2.8646,1.208,1.001890359,4.775047259,2.941398866
-117,32.73,17,3424,3.7647,1.276,1.01061008,5.349248453,3.027409372
-117,32.72,10,2352,2.1362,1.432,1.077714286,4.362285714,2.688
-117.01,32.72,12,2104,2.3068,1.323,1.044096728,4.145092461,2.992887624
-116.99,32.7,15,2629,4.0444,1.501,1.016339869,5.980392157,4.295751634
-117,32.7,23,1456,4.3714,1.31,1.042316258,6.202672606,3.242761693
-116.98,32.71,18,1277,3.4551,1.214,1.025404157,5.438799076,2.949191686
-116.99,32.71,21,2355,3.8904,1.138,0.994871795,5.211965812,4.025641026
-117,32.71,22,1395,3.725,1.235,1.060096154,5.439903846,3.353365385
-117.01,32.71,20,1977,2.981,1.291,1.035928144,5.248502994,2.959580838
-116.99,32.72,15,334,4.0391,1.695,0.992366412,6.297709924,2.549618321
-116.99,32.72,14,1046,4.775,1.433,1.059859155,6.235915493,3.683098592
-116.99,32.72,13,719,3.8295,1.496,1.004651163,6.186046512,3.344186047
-116.99,32.72,11,441,4.7679,1.695,0.942528736,6.390804598,2.534482759
-117.02,32.74,30,2012,3.5,1.447,1.051771117,5.728882834,2.741144414
-117.03,32.73,34,1169,3.5096,1.42,0.9775,5.1525,2.9225
-117.03,32.73,32,997,3.4784,1.544,0.994029851,5.223880597,2.976119403
-117.03,32.74,37,404,3.0125,1.304,1.111111111,6.081481481,2.992592593
-117.02,32.73,22,3280,4.7952,1.414,1.05875153,6.365973072,4.014687882
-117.02,32.72,36,1142,3.7763,1.269,1.033613445,5.68627451,3.198879552
-117.03,32.73,38,1557,3.5861,1.236,0.978998384,5.127625202,2.515347334
-117.03,32.72,38,505,3.5938,1.254,0.936170213,4.712765957,2.686170213
-117.03,32.72,37,1515,3.0588,1.206,1.020179372,4.914798206,3.396860987
-117.04,32.72,24,3020,4.0813,1.37,1.056415929,6.055309735,3.340707965
-117.04,32.73,36,1097,3.2717,1.307,1.005025126,5.236180905,2.756281407
-117.04,32.73,25,1032,3.5492,1.254,0.960431655,4.946043165,3.712230216
-117.05,32.72,35,1694,3.9485,1.339,1.054700855,6.271794872,2.895726496
-117.05,32.73,27,1763,3.5529,1.339,1.029772329,5.576182137,3.087565674
-117.03,32.74,35,991,2.4345,1.297,1.11002445,4.591687042,2.422982885
-117.04,32.74,33,2288,3.6848,1.407,0.956521739,4.819875776,2.842236025
-117.02,32.74,12,2000,1.8594,1.192,1.09556314,3.755403868,2.275312856
-117.04,32.74,5,1727,1.7179,1.32,1.035620053,3.796833773,2.278364116
-117.04,32.75,36,1070,3.5192,1.44,1.066326531,5.859693878,2.729591837
-117.05,32.75,29,1437,2.8306,1.429,1.042589438,4.713798978,2.448040886
-117.05,32.75,43,826,2.7014,1.337,1.023809524,5.113095238,2.458333333
-117.03,32.77,34,918,2.875,1.612,1.009433962,4.235849057,2.16509434
-117.02,32.76,15,543,1.0278,1.542,1,3.693251534,1.665644172
-117.02,32.76,40,976,3.11,1.857,1.038297872,5.368085106,2.076595745
-117.02,32.75,33,1345,5.2835,2.171,0.965827338,5.928057554,2.419064748
-117.03,32.75,24,3898,3.0897,1.873,1.078878748,5.136245111,2.5410691
-117.04,32.77,26,2199,2.734,1.489,1.026732673,4.220792079,2.177227723
-117.04,32.76,43,1534,3.141,1.414,1.064,5.0736,2.4544
-117.05,32.76,37,2076,3.6625,1.548,1.040183697,5.601607348,2.383467279
-117.04,32.76,37,1285,3.7368,1.522,0.987588652,5.281914894,2.278368794
-117.04,32.77,16,3769,2.9624,1.447,1.042682927,4.414079823,2.08924612
-117.03,32.77,19,2572,2.3393,1.182,1.116766467,3.607035928,1.925149701
-117.05,32.78,37,529,4.7941,1.617,0.927083333,6.166666667,2.755208333
-117.03,32.78,17,2957,2.5707,1.713,1.052700065,3.566037736,1.923877684
-117.02,32.78,33,1726,3.3675,1.582,0.984700974,4.841446453,2.400556328
-117.03,32.79,31,1077,4.2992,1.744,0.989664083,6.11369509,2.782945736
-117.03,32.79,17,3331,2.7006,1.663,1.039779682,4.499388005,2.038555692
-117,32.77,30,776,2.8125,1.735,1.038860104,4.668393782,2.010362694
-117.01,32.76,22,1800,2.8594,1.896,1.071521456,4.715214564,2.340702211
-117.01,32.76,34,1464,4.0549,2.237,1.02529511,5.758853288,2.468802698
-117.01,32.77,24,1005,2.9,1.852,1.020952381,4.401904762,1.914285714
-117.01,32.77,34,1592,2.6678,1.642,1.102134146,5.076219512,2.426829268
-117.01,32.77,43,496,3.0179,1.493,0.927536232,4.062801932,2.396135266
-117.01,32.79,31,1886,3.4421,1.553,1.020025031,4.725907384,2.360450563
-117.01,32.78,20,1532,2.9896,2.356,1.031088083,4.518134715,2.645941278
-117.02,32.78,31,1198,3.4659,1.63,1.016032064,5.144288577,2.400801603
-117.02,32.79,36,868,4.0491,1.479,1.167173252,6.720364742,2.638297872
-116.99,32.79,33,1003,4.0658,1.651,0.989924433,6.095717884,2.526448363
-116.99,32.79,26,1609,3.744,1.658,1.050822123,5.41554559,2.405082212
-116.99,32.78,29,385,5.4333,2.228,1.058441558,7.233766234,2.5
-117,32.79,31,1595,3.4773,1.558,1.028328612,4.611898017,2.259206799
-116.99,32.77,35,828,6.1103,3.016,1.077419355,7.438709677,2.670967742
-116.98,32.77,29,1097,8.093,3.796,1.004494382,7.995505618,2.465168539
-117,32.76,31,956,4.3977,2.268,1.090643275,7.441520468,2.795321637
-117,32.77,35,881,5.5,2.414,0.990625,6.60625,2.753125
-116.95,32.78,33,1147,3.3906,1.381,1.037470726,5.695550351,2.68618267
-116.96,32.78,26,1785,2.1638,1.328,1.086206897,4.839655172,3.077586207
-116.97,32.78,26,3941,4.7943,2.269,1.018745494,6.418168709,2.841384283
-116.92,32.78,21,2101,4.4306,1.591,1.05915493,5.904225352,2.95915493
-116.91,32.78,15,1580,7.5,3.164,1.080338266,8.579281184,3.34038055
-116.92,32.77,16,1269,6.6783,2.75,0.946386946,6.456876457,2.958041958
-116.9,32.77,8,1421,6.2609,3.071,1.020746888,7.468879668,2.94813278
-116.95,32.78,20,1489,6.2552,2.964,1.011286682,7.731376975,3.361173815
-116.95,32.77,25,1201,6.3191,3.034,1.016908213,7.990338164,2.900966184
-116.94,32.78,17,6990,3.434,1.932,1.048559021,5.352941176,2.759573628
-116.85,32.83,17,2191,3.6445,1.976,1.062068966,5.84,3.022068966
-116.88,32.81,35,1590,4.2014,1.432,1.110671937,5.782608696,3.14229249
-116.86,32.8,19,848,4.875,1.872,1.003448276,6.024137931,2.924137931
-116.83,32.83,6,1513,5.4288,1.678,1.03125,6.50625,3.152083333
-116.83,32.81,18,1021,4.8125,2.105,1.017721519,5.992405063,2.584810127
-116.92,32.79,24,2123,4.5224,1.42,0.997311828,5.450268817,2.853494624
-116.93,32.79,23,3108,3.0927,1.406,1.046589018,4.791181364,2.585690516
-116.91,32.8,32,1081,5.6846,2.088,0.982876712,6.654109589,3.702054795
-116.9,32.79,21,1410,6.7685,2.947,1.100896861,8.452914798,3.161434978
-116.94,32.8,21,4868,1.8937,1.098,1.082664147,3.734529995,2.299480397
-116.93,32.79,19,1948,3.0192,1.423,1.024926686,4.917888563,2.856304985
-116.95,32.79,19,7178,2.0326,1.232,1.064716007,3.921170396,2.47091222
-116.96,32.8,16,2612,1.3291,1.208,1.069403715,3.831867058,2.553274682
-116.96,32.79,19,2341,2.6087,1.238,1.005805515,4.36574746,3.397677794
-116.96,32.79,35,691,2.6324,1.337,1.027027027,4.173745174,2.667953668
-116.96,32.8,24,1420,1.8357,1.042,1.077760498,3.877138414,2.208398134
-116.97,32.79,19,2971,1.9893,1.125,1.0944334,4.083499006,2.953280318
-116.96,32.79,17,3308,2.3221,1.388,1.074614761,4.246553122,2.682887267
-116.97,32.78,37,671,3.7019,1.386,0.856115108,4.514388489,2.413669065
-116.97,32.78,35,681,2.9784,1.364,0.959349593,4.524390244,2.768292683
-116.97,32.79,32,782,2.6635,1.136,1.119205298,4.155629139,2.589403974
-116.98,32.79,32,1611,3.8667,1.897,1.107023411,6.280936455,2.693979933
-116.98,32.8,28,2672,3.963,1.644,0.976280835,5.427893738,2.535104364
-116.99,32.8,34,1513,5.2907,1.958,0.957295374,6.507117438,2.692170819
-117,32.8,33,768,4.5662,1.503,1.028481013,5.746835443,2.430379747
-117,32.8,29,912,3.0189,1.441,1.081521739,5.557065217,2.47826087
-116.99,32.81,25,1997,4.2386,2.01,1.027100271,6.010840108,2.70596206
-116.99,32.81,18,4439,6.2787,2.5,1.01332445,7.307128581,2.957361759
-116.97,32.83,23,101,2.6458,1.125,0.941176471,4.382352941,2.970588235
-116.97,32.81,19,844,2.1422,1.25,1.137681159,3.799516908,2.038647343
-116.97,32.8,15,2204,2.4367,1.114,1.0419652,4.019447288,2.255885363
-116.94,32.81,22,2766,2.8175,1.352,1.025380711,4.330964467,2.808121827
-116.94,32.8,28,1964,2.4141,1.375,1.036984353,4.327169275,2.79374111
-116.96,32.8,19,3045,2.065,1.241,1.08987701,4.327341533,2.880794702
-116.96,32.8,25,1681,3.369,1.344,1.082210243,4.610512129,2.265498652
-116.92,32.82,34,772,5.0118,1.653,1.007092199,6.258865248,2.737588652
-116.92,32.81,23,1510,3.3669,1.589,1.007633588,5.091603053,2.881679389
-116.93,32.82,26,1820,4.2586,1.71,0.994428969,5.750696379,2.534818942
-116.91,32.81,22,1952,5.4834,2.32,0.974006116,6.622324159,2.98470948
-116.92,32.8,33,857,3.5586,1.604,0.985294118,5.580882353,3.150735294
-116.92,32.81,17,836,1.6686,1.125,1.169139466,3.893175074,2.480712166
-116.93,32.8,19,1219,2.0685,1.3,1.14957265,3.989316239,2.604700855
-116.93,32.81,18,1573,2.6429,1.254,0.987288136,5.184322034,3.332627119
-116.95,32.82,19,2852,2.9161,1.357,0.968864469,4.860805861,2.611721612
-116.95,32.82,12,3112,2.5949,1.083,1.136291601,4.385895404,2.4659271
-116.95,32.81,31,698,3.1106,1.477,1.23628692,5.388185654,2.945147679
-116.96,32.81,8,1410,2.9097,1.525,1.024077047,3.817014446,2.263242376
-116.94,32.82,35,826,3.2411,1.592,0.969387755,5.908163265,2.80952381
-116.94,32.81,8,1686,2.136,1.435,1.030995106,4.106035889,2.75040783
-116.95,32.81,15,1513,2.543,1,1.115456238,4.877094972,2.817504655
-116.95,32.82,18,1904,3.8024,1.449,0.994957983,5.105882353,3.2
-116.97,32.83,17,3183,2.949,1.173,1.017416546,4.832365747,2.309869376
-116.99,32.83,20,3687,3.1979,1.546,1.027110767,5.186676995,2.855925639
-116.99,32.85,32,3025,4.0931,1.342,1.001054852,5.496835443,3.19092827
-116.98,32.85,12,3321,4.0882,1.345,1.070570571,5.36036036,4.986486486
-117.01,32.83,17,7302,3.3067,1.219,1.032745592,4.84918136,2.299118388
-117.01,32.84,23,901,3.1023,1.433,1.044973545,5.161375661,2.383597884
-117.02,32.84,17,2263,5.131,1.483,1.018154312,6.071104387,3.423600605
-116.96,32.85,11,5247,4.1716,1.661,1.010692178,5.472144063,2.952729319
-116.96,32.86,14,1681,4.4347,1.603,0.986083499,6.091451292,3.34194831
-116.96,32.87,17,2531,4.8286,1.585,1.02351314,6.518672199,3.500691563
-116.98,32.88,12,4048,4.3952,1.517,1.024019215,5.860688551,3.240992794
-116.98,32.86,19,1236,4.7717,1.532,0.966005666,6.008498584,3.501416431
-116.98,32.86,16,4383,4.0693,1.464,1.020803443,5.536585366,3.144189383
-117,32.87,18,6296,4.4904,1.504,1.029121165,6.003120125,3.274050962
-117.01,32.85,23,1401,5.4903,1.514,0.960556845,6.013921114,3.250580046
-117,32.85,24,950,5.282,1.408,1,5.918495298,2.978056426
-116.95,32.83,14,6389,3.3081,1.687,1.07415345,5.365195028,2.738534076
-116.95,32.84,31,752,3.4286,1.294,1.060606061,5.658008658,3.255411255
-116.93,32.85,15,1872,2.5388,1.19,1.062945368,3.887173397,2.22327791
-116.93,32.85,5,2770,3.1142,1.5,1.093922652,4.548066298,3.060773481
-116.94,32.85,31,599,4.7578,1.61,1.01754386,5.671052632,2.627192982
-116.94,32.84,32,778,4.5278,1.663,0.965648855,6.133587786,2.969465649
-116.94,32.83,38,872,3.7831,1.478,1.042763158,5.595394737,2.868421053
-116.88,32.86,9,1527,5.0733,1.966,0.914563107,5.92038835,2.965048544
-116.86,32.87,17,2630,5.0524,2.854,1.09252669,6.879003559,3.119810202
-116.84,32.86,16,1211,3.2516,2.021,1.076923077,5.064777328,2.451417004
-116.89,32.85,16,652,2.8906,1.583,1.034161491,5.413043478,2.02484472
-116.91,32.87,14,1690,4.3818,1.471,1.036458333,5.291666667,2.934027778
-116.91,32.86,10,2310,2.5365,1.395,1.104084321,4.873517787,3.043478261
-116.91,32.86,15,1633,3.6898,1.31,1.191650854,5.982922201,3.098671727
-116.92,32.86,11,1472,2.3693,1.27,1.042253521,4.434607646,2.961770624
-116.93,32.83,19,1463,3.944,1.725,1.039292731,5.968565815,2.874263261
-116.93,32.83,21,684,2.3203,1.635,0.961937716,4.439446367,2.366782007
-116.92,32.82,17,1278,2.8875,1.557,1.125284738,5.676537585,2.911161731
-116.92,32.85,23,767,4.0625,1.45,1.011278195,5.180451128,2.883458647
-116.92,32.84,16,2188,4.6674,1.78,1.020807834,5.722154223,2.678090575
-116.91,32.83,16,2515,4.105,1.744,1.041763341,6.035962877,2.917633411
-116.92,32.82,16,1458,4.0048,1.846,1.006451613,5.987096774,3.135483871
-116.91,32.85,21,2255,4.5096,1.595,1.008608321,5.956958393,3.235294118
-116.89,32.85,15,1757,5.1185,1.853,1.033101045,6.202090592,3.06097561
-116.9,32.84,18,1864,2.7069,1.538,1.033660589,5.065918654,2.61430575
-116.89,32.82,18,1442,5.0201,1.544,0.986636971,5.601336303,3.211581292
-116.9,32.84,18,2104,4.0873,1.469,1.047865459,5.452781371,2.721862872
-116.91,32.82,14,1085,3.8073,1.701,1.095607235,5.111111111,2.803617571
-116.96,32.9,16,1507,5.3008,1.865,0.991983968,6.106212425,3.02004008
-116.94,32.89,24,1078,5.2542,2.278,1.024193548,6.830645161,2.897849462
-116.94,32.87,24,1480,5.2614,1.772,0.936305732,5.995753715,3.142250531
-116.93,32.87,17,1561,3.6027,2.119,1.109271523,6.162251656,2.584437086
-116.9,32.9,19,1621,4.0806,1.892,1.061538462,5.942307692,3.117307692
-116.84,32.92,20,536,3.1607,1.193,1.265895954,6.161849711,3.098265896
-117.05,33.01,19,1439,4.625,2.111,1.017301038,6.155709343,2.489619377
-117.05,33.01,17,1468,10.6186,4.293,0.981524249,7.92147806,3.390300231
-117.04,33.01,28,314,8.4721,3.423,1.103092784,9.505154639,3.237113402
-117.03,33,6,2693,7.7569,3.874,1.02987013,7.972727273,3.497402597
-117.04,32.99,6,4413,6.6012,3.149,1.112156863,7.465098039,3.461176471
-117.04,32.98,16,640,6.0226,1.929,1.015544041,6.901554404,3.316062176
-117.06,32.99,16,713,6.2683,1.807,0.882882883,5.882882883,3.211711712
-117.05,32.97,17,4763,5.5882,1.943,1.015558699,7.009193777,3.368458274
-117.05,32.96,18,1992,4.8295,1.658,1.055910543,5.739616613,3.182108626
-117.04,32.97,13,3683,4.5746,1.757,1.029508197,5.500819672,3.018852459
-117.03,32.97,16,1935,4.5625,2.312,1.053110774,5.972685888,2.936267071
-117.03,32.96,16,1940,4.121,1.821,1.082170543,5.308527132,3.007751938
-116.99,32.96,17,2748,4.8854,1.813,1.05997552,6.742962056,3.363525092
-117.02,32.95,25,1043,3.7784,1.601,1.037267081,5.928571429,3.239130435
-117.03,32.95,19,2456,4.5032,1.689,1.042199488,5.754475703,3.140664962
-117.05,32.95,17,1297,3.9531,1.786,1.005434783,5.505434783,2.349637681
-117.05,32.95,17,3013,3.2369,1.678,1.012059369,4.46567718,2.794990724
-117.06,33.02,24,279,1.9176,1.211,0.969387755,4.234693878,1.423469388
-117.06,33.01,24,726,3.5192,1.591,1.094808126,5.909706546,1.638826185
-117.07,33.01,25,588,3.1187,1.694,1.061281337,5.905292479,1.637883008
-117.07,33.02,17,715,2.6048,1.482,1.423982869,6.130620985,1.531049251
-117.06,33.04,17,667,5.7382,2.78,0.920577617,6.444043321,2.407942238
-117.06,33.03,23,678,7.0913,2.654,0.908823529,5.95,1.994117647
-117.07,33.03,14,2026,5.09,2.685,1.22977023,6.658341658,2.023976024
-117.07,33.03,15,361,6.8099,3.282,0.897727273,6.221590909,2.051136364
-117.08,33.03,10,818,4.3424,1.606,1.111111111,5.669135802,2.019753086
-117.07,33.04,4,926,3.6437,2.101,1.47826087,5.808184143,2.368286445
-117.08,33.03,15,1283,3.3724,1.379,1.114490161,5.407871199,2.295169946
-117.08,33.03,17,463,5.8747,2.293,0.934210526,6.493421053,3.046052632
-117.08,33.03,18,761,5.3074,1.372,0.979310345,4.617241379,2.624137931
-117.09,33.03,17,1228,6.4211,2.207,1,7.035353535,3.101010101
-117.08,33.04,10,1193,6.53,2.641,0.950684932,7.060273973,3.268493151
-117.15,33.02,4,5613,7.2731,4.504,1.34375,8.861438679,3.309551887
-117.1,32.97,17,2098,2.4459,0.858,1.039855072,3.824879227,2.533816425
-117.1,32.96,7,1134,4.1279,1.676,1.597510373,7.508298755,2.352697095
-117.05,33.05,6,2741,5.6436,2.786,1.073920266,6.574750831,2.276578073
-117.05,33.04,12,580,6.7769,4,1.085470085,7.863247863,2.478632479
-117.05,33.03,14,1639,4.5,2.222,1.060544904,5.227043391,1.653884965
-117.05,33.03,16,32,4.3571,1.446,0.952380952,4.142857143,1.523809524
-117.06,33.02,17,994,5.8966,2.615,1.08356546,7.339832869,2.768802228
-117.05,33.02,18,388,6.3517,2.601,0.923664122,7,2.961832061
-117.01,33.04,13,1643,7.7684,3.623,1.042279412,8.446691176,3.020220588
-117.04,33.03,16,1083,6.3761,2.962,0.970982143,6.366071429,2.417410714
-117.01,32.99,8,1536,8.4284,3.783,0.959821429,7.526785714,3.428571429
-116.99,33.01,11,529,7.7517,5.00001,1.114457831,8.506024096,3.186746988
-117.09,32.91,9,802,6.5706,2.557,1.093425606,6.961937716,2.775086505
-117.09,32.91,16,827,7.0546,2.822,0.985185185,7.425925926,3.062962963
-117.09,32.9,16,814,6.2715,2.551,0.996563574,6.835051546,2.797250859
-117.1,32.9,16,1047,5.149,1.843,1.018306636,6.851258581,2.395881007
